,Titel,Schlüsselwörter
2393,12391297_cleaned,"[('duell castlereaghs', 0.6856), ('duells castlereagh', 0.6779), ('duell castlereagh', 0.6639), ('castlereaghs duellforderung', 0.6146), ('premierminister castlereagh', 0.5726)]"
2394,900177_cleaned,"[('charlottenhöhle tourismus', 0.4847), ('tropfsteine charlottenhöhle', 0.4801), ('charlotte württemberg', 0.4486), ('tropfsteinformen charlottenhöhle', 0.4435), ('höhle charlottenhöhle', 0.4382)]"
2395,8401501_cleaned,"[('berufsausbildung zahnmedizinischen', 0.582), ('zeit zahnmedizinischen', 0.5675), ('zahnextraktion phönizischen', 0.5645), ('fachangestellter zahnmedizinischen', 0.5586), ('wissenschaftlichen zahnmedizin', 0.5572)]"
2396,5536922_cleaned,"[('zerstörung papyrus', 0.6607), ('texte papyrus', 0.659), ('besagte papyrus', 0.6527), ('wenamun papyrus', 0.6376), ('papyrus senkrecht', 0.6327)]"
2397,1025375_cleaned,"[('ionic liquids', 0.5993), ('temperature ionic', 0.5664), ('ionic', 0.5254), ('flüssigkeit liquid', 0.4787), ('ionische flüssigkeiten', 0.4576)]"
2398,92012_cleaned,"[('hpv zervixkarzinom', 0.5843), ('gebärmutterhalsschleimhaut hpv', 0.5758), ('gebärmutterhalskrebs hpv', 0.5535), ('hpv infektion', 0.5482), ('papillomavirus hpv', 0.5347)]"
2399,74815_cleaned,"[('boeing regierungsflugzeug', 0.6533), ('variante boeing', 0.6274), ('entwicklungsabteilung boeing', 0.6153), ('boeing varianten', 0.6076), ('fluggesellschaften boeing', 0.607)]"
2400,12181_cleaned,"[('sophienkirche dresden', 0.7219), ('dresden sophienkirche', 0.6798), ('dresden franziskanerklosterkirche', 0.6501), ('franziskanerkloster dresden', 0.6254), ('dresden wesentliche', 0.6155)]"
2401,3442117_cleaned,"[('expedition discovery', 0.665), ('expeditionen discovery', 0.6097), ('discovery expedition', 0.5724), ('expedition ross', 0.5699), ('expeditiondiese expedition', 0.5652)]"
2402,2892069_cleaned,"[('westens beckwourths', 0.5561), ('wilden beckwourth', 0.5254), ('beckwourths buch', 0.5187), ('beckwourths berichten', 0.5012), ('beckwourths geschichtsschreibung', 0.5005)]"
2403,56305_cleaned,"[('augsburger religionsfrieden', 0.7448), ('protestanten augsburger', 0.7074), ('stuttgarter reformationsdenkmal', 0.6391), ('luthers theologisch', 0.6332), ('weiterentwicklung luthers', 0.6331)]"
2404,465258_cleaned,"[('reichsgerichts weltbühne', 0.5687), ('weltkrieg deutsche', 0.5486), ('wochenzeitschrift weltbühne', 0.5281), ('journalisten weimarer', 0.5257), ('deutschen reichsheeres', 0.5141)]"
2405,69336_cleaned,"[('gattungsname charakteristischen', 0.4414), ('namen uhufelsen', 0.4096), ('brutplätze namen', 0.4004), ('vogelschlag mittelspannungsleitung', 0.398), ('vogelhochzeit uhu', 0.392)]"
2406,3392337_cleaned,"[('koalitionskriegen russisches', 0.5309), ('tolstois russischen', 0.4832), ('erforschung russischen', 0.4648), ('figur russischen', 0.4592), ('aufenthalt russisch', 0.4493)]"
2407,12698_cleaned,"[('papierblatt papier', 0.6491), ('altpapier papierindustrie', 0.6376), ('papiers papierbrei', 0.6326), ('mini papierblatt', 0.6312), ('papier papierrohstoff', 0.6308)]"
2408,5588679_cleaned,"[('sunshine film', 0.6166), ('secret sunshine', 0.558), ('südkoreanische filmpreis', 0.5464), ('filmkritikerverbandes südkoreanischen', 0.5421), ('film wettbewerbsbeitrag', 0.522)]"
2409,101083_cleaned,"[('platon gorgias', 0.5483), ('platón gorgias', 0.5483), ('dialoggeschehens platons', 0.5438), ('gorgias platon', 0.5339), ('platons dialektische', 0.5337)]"
2410,41334_cleaned,"[('holstentor lübeckische', 0.6519), ('lübecker holstentor', 0.6066), ('lübecker stadtbefestigung', 0.6055), ('museum holstentor', 0.5992), ('museum lübeck', 0.5955)]"
2411,87694_cleaned,"[('romanhandlung fabers', 0.7368), ('monographien faber', 0.7206), ('technikverehrung fabers', 0.7086), ('romans faber', 0.705), ('romans fabers', 0.7032)]"
2412,443092_cleaned,"[('tyrannenherrschaft dion', 0.6508), ('dionysios syrakus', 0.6395), ('aktivitäten dions', 0.6394), ('syrakus dionysios', 0.6374), ('wirklichkeitsfremd dions', 0.6372)]"
2413,4696_cleaned,"[('napoleon admirals', 0.5903), ('schlacht napoleon', 0.5105), ('indirekt napoleons', 0.506), ('napoleons niederlage', 0.5024), ('napoleons briten', 0.499)]"
2414,4267024_cleaned,"[('trolleybusse straßenbahnen', 0.6644), ('straßenbahnstrecke timișoaras', 0.656), ('straßenbahn trolleybus', 0.6527), ('straßenbahn timișoara', 0.6332), ('timișoara straßenbahn', 0.6293)]"
2415,716005_cleaned,"[('kreuzblütengewächse brassicaceae', 0.592), ('brassicaceae', 0.5577), ('economic brassicaceae', 0.5345), ('brassicaceae economic', 0.5164), ('brassicaceae junge', 0.5121)]"
2416,1754012_cleaned,"[('amerikanischen filmindustrie', 0.6148), ('dialog filmfestspielen', 0.6051), ('amerikanische filmwissenschaftler', 0.5857), ('filmisch dialog', 0.5731), ('filmgesellschaften coppolas', 0.5606)]"
2417,3207910_cleaned,"[('adelsgesellschaften gemeinsame', 0.6368), ('adelsgesellschaften zeitgenössisch', 0.6014), ('adelsgesellschaften konzentration', 0.5889), ('adelsgesellschaften genossenschaftliche', 0.5856), ('einordnung adelsgesellschaften', 0.5846)]"
2418,3407110_cleaned,"[('theatrophons telefonanrufe', 0.6239), ('theatrophonen telefonleitungen', 0.5718), ('telefonanschlüsse electrophone', 0.5628), ('telefonlinie paris', 0.5487), ('telefonzeitung 1940er', 0.5387)]"
2419,4722725_cleaned,"[('späteren theateraufführungen', 0.5561), ('theater aufsätze', 0.5528), ('stationen beckmanns', 0.5491), ('theateraufführungen', 0.5478), ('radioausstrahlung bühnenpremiere', 0.5453)]"
2420,221772_cleaned,"[('seven summits', 0.6927), ('summits varianten', 0.6437), ('summits archivierte', 0.6432), ('summits zweithöchsten', 0.6427), ('seven summit', 0.6416)]"
2421,414875_cleaned,"[('phalaenopsis orchids', 0.8226), ('orchideen orchidaceae', 0.7209), ('orchidaceae', 0.7206), ('orchids species', 0.7095), ('orchid biology', 0.703)]"
2422,261438_cleaned,"[('natursystem mineralreichs', 0.6121), ('mineralogie bedeutungslos', 0.611), ('naturreich mineralien', 0.5688), ('klassifizierung mineralreiches', 0.562), ('mineralienreich klassifizierung', 0.5608)]"
2423,696738_cleaned,"[('politik reichsebene', 0.5344), ('politiker frank', 0.5245), ('reformen reichsland', 0.5192), ('deutscher politiker', 0.5091), ('reichsebene spd', 0.509)]"
2424,296363_cleaned,"[('gabelhornträgern nordamerikas', 0.5839), ('wiederkäuern gabelhornträger', 0.5483), ('gabelbocks amerikanischen', 0.5478), ('zehe gabelböcke', 0.5447), ('gabelhornträger weitgehend', 0.5364)]"
2425,11018_cleaned,"[('cézanne impressionistische', 0.7516), ('bildeindruck impressionistischer', 0.7362), ('auseinandersetzung impressionistischen', 0.7221), ('impressionistische technik', 0.7219), ('grundlage impressionistischen', 0.7168)]"
2426,75154_cleaned,"[('kyrosgrab babylonische', 0.5579), ('historischen kyros', 0.5254), ('divinatione kyros', 0.5183), ('chronologisch kyros', 0.5094), ('kyros babylon', 0.5075)]"
2427,346943_cleaned,"[('fossiler foraminiferen', 0.6871), ('fossilen foraminiferen', 0.6831), ('fossilisation fossilen', 0.5773), ('fossil kambrium', 0.5699), ('biologie foraminiferen', 0.5502)]"
2428,3484144_cleaned,"[('heeresflugplatzfeuerwehr celle', 0.6056), ('celle heeresflugplatzfeuerwehr', 0.5857), ('bundeswehr celle', 0.5485), ('celle kilometer', 0.5328), ('celle heeresflugplatz', 0.5313)]"
2429,3684620_cleaned,"[('everest expedition', 0.7224), ('everest expeditions', 0.7207), ('everest expeditionen', 0.7152), ('mount everest', 0.7129), ('britische everest', 0.6998)]"
2430,1305129_cleaned,"[('erzgebirgskamm bahnhof', 0.4821), ('osterzgebirgskamm kilometer', 0.4704), ('erzgebirge passstraße', 0.46), ('erzgebirge kilometer', 0.454), ('gebirge bundesautobahn', 0.45)]"
2431,441686_cleaned,"[('atom bootes', 0.7698), ('boote atom', 0.7651), ('boot atom', 0.7609), ('atom booten', 0.7504), ('atom boot', 0.748)]"
2432,61490_cleaned,"[('pennsylvania buchanan', 0.7192), ('pennsylvanias buchanan', 0.7073), ('buchanan präsidenten', 0.6847), ('buchanan vorwiegend', 0.6584), ('buchanan präsident', 0.6582)]"
2433,4273204_cleaned,"[('blaubart literaturwissenschaft', 0.4863), ('blaubart literarisch', 0.4847), ('hörspieladaptionen blaubart', 0.4647), ('erzählung blaubart', 0.4644), ('aufnahme literaturkritik', 0.4643)]"
2434,251215_cleaned,"[('pyramidenumriss pyramide', 0.6831), ('pyramiden pyramide', 0.6718), ('pyramide verkleidung', 0.66), ('pyramide rekonstruktion', 0.6561), ('ausschachtung pyramidencharakter', 0.6548)]"
2435,5135_cleaned,"[('romantrilogie titus', 0.6845), ('triumphalinsignien titus', 0.6591), ('titus rome', 0.6489), ('domitian titus', 0.6412), ('sechsundzwanzigjährige titus', 0.6403)]"
2436,101462_cleaned,"[('burens martin', 0.6341), ('buren martin', 0.6306), ('buren präsidenten', 0.6132), ('buren james', 0.5917), ('buren antrittsrede', 0.591)]"
2437,11489161_cleaned,"[('comic herausragenden', 0.5995), ('reflektierenden comic', 0.599), ('feministischer comic', 0.5976), ('comics ursprung', 0.5747), ('comic comics', 0.5715)]"
2438,521577_cleaned,"[('schutzgruppen produktiven', 0.5731), ('synthesestrategien schutzgruppen', 0.5725), ('schutzgruppenfreien synthese', 0.5655), ('produkt schutzgruppe', 0.5601), ('schutzgruppenfreie synthese', 0.548)]"
2439,230361_cleaned,"[('ansehen ritterlichen', 0.4779), ('ritterlichen', 0.4269), ('heinrichs heirat', 0.4126), ('ritter großteil', 0.4115), ('freiherrn heinrich', 0.4073)]"
2440,1242449_cleaned,"[('platons prinzipienlehre', 0.6954), ('prinzipiell platon', 0.6831), ('prinzipienlehre platon', 0.6736), ('platon prinzipienlehre', 0.6703), ('prinzipienlehre platoniker', 0.6679)]"
2441,10977_cleaned,"[('unterschiedlicher gladiatorengattungen', 0.7706), ('wichtigsten gladiatorengattungen', 0.7321), ('gladiatorenkämpfe religiöse', 0.7244), ('chr gladiatorenspiele', 0.7213), ('veranstaltungen gladiatorenkämpfe', 0.7174)]"
2442,3402723_cleaned,"[('lucca madonna', 0.6273), ('madonna lucca', 0.6237), ('madonna norditalienischen', 0.5917), ('madonna charakteristisch', 0.5613), ('antwerpen madonna', 0.5553)]"
2443,910975_cleaned,"[('selbstbezeichnung israel', 0.6022), ('königreich israel', 0.5984), ('königsritual israel', 0.5867), ('nordreichs israel', 0.5762), ('nordreich israel', 0.5757)]"
2444,140373_cleaned,"[('schulgebäude landwirtschaftlichen', 0.5886), ('landwirtschaft stadt', 0.5872), ('brandenburgische landeszentrale', 0.5815), ('krauschütz landwirtschaftlichen', 0.5785), ('elsterwerdaer landwirtschaft', 0.5776)]"
2445,846012_cleaned,"[('merheim industrialisierung', 0.5583), ('ostheim köln', 0.5341), ('stadtteil ostheim', 0.528), ('industrialisierung städte', 0.5275), ('köln ostheim', 0.5266)]"
2446,34481_cleaned,"[('lappentaucher podicipediformes', 0.678), ('lappentauchers', 0.6778), ('lappentaucher schwestergruppenverhältnis', 0.672), ('lappentauchers gewichts', 0.67), ('lappentaucher ciconiiformes', 0.6671)]"
2447,138161_cleaned,"[('terroristen bauer', 0.541), ('militärs fernsehausstrahlung', 0.5341), ('folter terrorismusbekämpfung', 0.4956), ('konventionen terrorismusabwehr', 0.4895), ('staffeln terroristen', 0.4824)]"
2448,5135479_cleaned,"[('maserninfektion masernimpfungen', 0.4911), ('kinderkrankheit masernvirus', 0.4856), ('masernvirus erkrankung', 0.4796), ('masernvirus direkten', 0.4675), ('masernvirus direkt', 0.4556)]"
2449,444518_cleaned,"[('schaffermahlzeit rathaus', 0.6187), ('rathaus schaffer', 0.6091), ('rathauses davorliegenden', 0.5473), ('bremer rathauses', 0.5274), ('neuen rathauses', 0.5251)]"
2450,248708_cleaned,"[('virushülle virusinaktivierung', 0.7339), ('lipidzusammensetzung virushüllen', 0.7026), ('lipidzusammensetzung virushülle', 0.7004), ('lipidanteil virushülle', 0.6688), ('wirtsproteinen virushülle', 0.6669)]"
2451,819019_cleaned,"[('elkan kunsthalle', 0.556), ('elkan kunst', 0.5181), ('dortmund elkan', 0.5089), ('elkan dortmund', 0.5068), ('elkan künstlerrat', 0.4967)]"
2452,3798153_cleaned,"[('reich jugoslawien', 0.5974), ('jugoslawiens deutschen', 0.5955), ('weltkriegs jugoslawische', 0.5944), ('jugoslawische gesandtschaft', 0.5906), ('botschafter jugoslawiens', 0.5834)]"
2453,118371_cleaned,"[('unterstützungskompanie panzerabteilung', 0.7611), ('deutschen panzerkampfwagen', 0.7581), ('deutschen panzerverbände', 0.7569), ('induktionshärtung panzerblechbearbeitung', 0.7534), ('panzer panzerkampfwagen', 0.7526)]"
2454,5262559_cleaned,"[('maueropfer arbeitsgemeinschaft', 0.6094), ('mauer mauertoten', 0.5672), ('aufarbeitung mauerschüsse', 0.5671), ('maueropfern untersuchungen', 0.5637), ('maueropfer mauertote', 0.5601)]"
2455,174881_cleaned,"[('lötschental tourismus', 0.5937), ('lötschental touristen', 0.5913), ('lötschbergtunnel touristenziel', 0.5806), ('lötschentals geologisch', 0.5722), ('tourismus lötschentals', 0.5613)]"
2456,471011_cleaned,"[('reichsbahn kochertalbahn', 0.7322), ('unteren kochertalbahn', 0.7221), ('untere kochertalbahn', 0.7208), ('kochertalbahn forchtenberg', 0.7144), ('kochertalbahn untere', 0.7087)]"
2457,1259854_cleaned,"[('afrikas schwesterart', 0.5542), ('afrikanische schnabelbrustschildkröte', 0.5487), ('gebiete afrikanischen', 0.543), ('afrikanischen grabenbruchs', 0.539), ('afrikas eingezeichneter', 0.5373)]"
2458,28868_cleaned,"[('pyrit mineralienportrait', 0.6133), ('mineralienportrait pyrit', 0.6049), ('mineralsystematik pyrit', 0.559), ('mineralogischen staatssammlung', 0.5456), ('mineralreichsten fundstätte', 0.5322)]"
2459,47802_cleaned,"[('pompeji archäologie', 0.5508), ('pompeji museo', 0.5463), ('pompejis materiale', 0.5317), ('pompejis architektur', 0.5291), ('pompeji städte', 0.5243)]"
2460,499767_cleaned,"[('einwohnerzahl timor', 0.519), ('timoresen portugiesischer', 0.4735), ('westspitze timors', 0.4717), ('portugiesisch timor', 0.4698), ('portugiesisch timors', 0.4679)]"
2461,388171_cleaned,"[('luftsackentzündung', 0.6333), ('luftsäcke entwicklung', 0.6288), ('lunge luftsäcke', 0.6227), ('luftsacksystem urtümliches', 0.6169), ('erreger luftsackentzündung', 0.6095)]"
2462,76210_cleaned,"[('westfälischen industriegebiets', 0.607), ('westfälischen industriegemeinden', 0.6021), ('industrie westfalen', 0.6002), ('industrialisierung westfalen', 0.5731), ('preußischen westprovinzen', 0.5679)]"
2463,5132167_cleaned,"[('evolutionäre anthropologie', 0.5994), ('primate evolution', 0.5913), ('fossil apes', 0.5887), ('australopithecinen fossilienfunde', 0.5782), ('evolution primaten', 0.5767)]"
2464,2997540_cleaned,"[('kunsthistorikern lange', 0.6242), ('lange kunsthistorikerin', 0.6152), ('jungen kunsthistorikerin', 0.6029), ('lange kunsthistoriker', 0.6023), ('jungen künstler', 0.55)]"
2465,934320_cleaned,"[('bedeutendsten musikaliensammlungen', 0.7035), ('österreich musikalischen', 0.6922), ('österreichs musikalische', 0.684), ('österreich musikalische', 0.6763), ('musikwissenschaftlern begriff', 0.6616)]"
2466,3899_cleaned,"[('rotationsanimation pluto', 0.6756), ('plutos rotationssinn', 0.6605), ('plutos rotation', 0.6514), ('zwergplanet pluto', 0.642), ('pluto astrogeology', 0.6365)]"
2467,122218_cleaned,"[('churchill churchill', 0.7327), ('admiralität churchill', 0.7003), ('premierminister churchill', 0.6996), ('briten churchill', 0.6986), ('namen churchill', 0.6976)]"
2468,159130_cleaned,"[('vernichtungslager auschwitz', 0.6404), ('konzentrationslager auschwitz', 0.6391), ('auschwitz selektion', 0.6311), ('reichsschrifttumskammer auschwitz', 0.6275), ('auschwitz dokumente', 0.6123)]"
2469,1093894_cleaned,"[('elberfelder museumsvereins', 0.6962), ('museums elberfeld', 0.681), ('museum elberfeld', 0.6655), ('elberfelder museumsverein', 0.6636), ('museums heydt', 0.6569)]"
2470,354670_cleaned,"[('versuch habsburgischen', 0.5545), ('begräbnisstätte habsburger', 0.5467), ('benediktinerabtei habsburgern', 0.5456), ('jahrhunderts habsburger', 0.5291), ('habsburger schirmherren', 0.5117)]"
2471,141444_cleaned,"[('regierungszeiten pepi', 0.4499), ('beamtenschaft zentrale', 0.4385), ('beamtenschaft fortgeschrittenen', 0.4366), ('wachstum beamtenschaft', 0.4309), ('regierungszeit pepi', 0.4158)]"
2472,97935_cleaned,"[('neuseeländischen flagge', 0.6848), ('neuseelands flaggenstreit', 0.6778), ('neuseelands flagge', 0.6407), ('neuseeland flagge', 0.6402), ('flagge neuseelands', 0.6332)]"
2473,6313662_cleaned,"[('münchen miniatur', 0.6459), ('bedeutung münchens', 0.5671), ('münchen abschnittsweise', 0.5642), ('zierde münchen', 0.5625), ('münchen', 0.5612)]"
2474,589918_cleaned,"[('grünen partei', 0.5138), ('grüne partei', 0.5137), ('grüner parteien', 0.5099), ('parteibasis grüne', 0.508), ('gruppen parteien', 0.5038)]"
2475,312243_cleaned,"[('mariazellerbahn bahn', 0.8156), ('entgleisung mariazellerbahn', 0.7866), ('mariazellerbahn mariazellerbahn', 0.7843), ('alpenbahn mariazellerbahn', 0.7681), ('eng mariazellerbahn', 0.7636)]"
2476,8044_cleaned,"[('ortsteilen berlins', 0.5987), ('kilometer nördlichen', 0.5975), ('berlins diagonal', 0.5818), ('berlins vorhanden', 0.5732), ('berliner nord', 0.5693)]"
2477,49185_cleaned,"[('instrumente viola', 0.7675), ('violine viola', 0.7387), ('viola violine', 0.7316), ('musiker viola', 0.725), ('viola violinen', 0.7248)]"
2478,1367470_cleaned,"[('ceramic matrix', 0.5358), ('entwicklung ceramic', 0.4861), ('matrix composites', 0.4633), ('matrixmaterials fasern', 0.4554), ('applications ceramics', 0.4506)]"
2479,4510423_cleaned,"[('busmannkapelle dresden', 0.6529), ('klosterkirche busmannkapelle', 0.621), ('kapelle busmannkapelle', 0.6138), ('busmannkapelle busmannkapelle', 0.6105), ('busmannkapelle oktober', 0.6088)]"
2480,2325166_cleaned,"[('bücherverluste christianisierung', 0.522), ('völkerwanderungszeit christianisierung', 0.5182), ('konkurrenzreligionen christentums', 0.503), ('paganen glaubensvorstellungen', 0.4955), ('klassischer texte', 0.4909)]"
2481,1469974_cleaned,"[('entwicklung inuit', 0.7706), ('inuit inuktitut', 0.7644), ('inuit territorialregierung', 0.7623), ('selbsttötungsrate inuit', 0.7541), ('eskimos inuit', 0.7539)]"
2482,115985_cleaned,"[('schliefer procaviidae', 0.6519), ('schliefer saghatheriidae', 0.5836), ('procaviidae vertreter', 0.5798), ('bestehenden procaviidae', 0.562), ('familienbezeichnung procaviidae', 0.5576)]"
2483,11389_cleaned,"[('künstlern klee', 0.6663), ('klee künstlerischen', 0.6567), ('klee kunsthalle', 0.6505), ('klee kunsttheoretische', 0.6443), ('klee kunstverein', 0.6441)]"
2484,1752157_cleaned,"[('schweineschlachtung monatsbild', 0.7679), ('tierkreiszeichen monatsbilder', 0.7674), ('monatsbilder tierkreiszeichen', 0.7647), ('mittelalterlichen monatsbilder', 0.7587), ('monate monatsbildtradition', 0.7436)]"
2485,816798_cleaned,"[('expressionistischen film', 0.524), ('amerikanischen filme', 0.508), ('film nachdenklichste', 0.495), ('film schriftstellerischen', 0.4884), ('filmen bedeutenden', 0.4883)]"
2486,2556190_cleaned,"[('amendingens beginn', 0.5642), ('gewerbegebiet amendingen', 0.5636), ('lage amendingens', 0.5593), ('amendingen südwestlich', 0.5566), ('amendingens', 0.5559)]"
